Household/family type,SERIALNO,INTP_adj,median_income_by_neighborhood,average_household_size_by_neighborhood,unemployment_rate_by_neighborhood,education_level_distribution_by_neighborhood,crime_rate_by_neighborhood,average_rent_by_neighborhood,percentage_of_owner_occupied_homes_by_neighborhood
1,60060,861.13245,,,,,,,
1,60060,0.0,,,,,,,
1,60060,0.0,,,,,,,
1,60060,0.0,,,,,,,
1,60060,0.0,,,,,,,
1,60169,0.0,,,,,,,
1,60169,0.0,,,,,,,
6,60191,0.0,,,,,,,
3,60287,0.0,,,,,,,
3,60287,0.0,,,,,,,
2,60306,0.0,,,,,,,
2,60306,0.0,,,,,,,
2,60306,0.0,,,,,,,
2,60306,0.0,,,,,,,
1,60311,0.0,,,,,,,
1,60311,0.0,,,,,,,
1,60311,0.0,,,,,,,
4,60340,9320.4922,,,,,,,
1,60474,0.0,,,,,,,
1,60474,0.0,,,,,,,
1,60474,0.0,,,,,,,
1,60474,0.0,,,,,,,
1,60474,0.0,,,,,,,
3,60497,0.0,,,,,,,
3,60497,0.0,,,,,,,
4,60519,5065.4849,,,,,,,
6,60668,0.0,,,,,,,
3,60686,-1620.9552,,,,,,,
3,60686,0.0,,,,,,,
1,60712,0.0,,,,,,,
1,60712,0.0,,,,,,,
1,60712,0.0,,,,,,,
1,60712,0.0,,,,,,,
3,60749,0.0,,,,,,,
3,60749,0.0,,,,,,,
3,60749,0.0,,,,,,,
3,60823,0.0,,,,,,,
3,60823,0.0,,,,,,,
1,61040,0.0,,,,,,,
1,61040,0.0,,,,,,,
1,61040,0.0,,,,,,,
1,61040,0.0,,,,,,,
1,61040,0.0,,,,,,,
1,61040,0.0,,,,,,,
1,61076,0.0,,,,,,,
1,61076,0.0,,,,,,,
1,61076,0.0,,,,,,,
3,61089,0.0,,,,,,,
3,61089,121.57164,,,,,,,
3,61089,0.0,,,,,,,
3,61093,0.0,,,,,,,
3,61093,0.0,,,,,,,
3,61093,0.0,,,,,,,
3,61093,0.0,,,,,,,
7,61111,0.0,,,,,,,
7,61111,0.0,,,,,,,
7,61111,0.0,,,,,,,
7,61111,0.0,,,,,,,
6,61174,0.0,,,,,,,
1,61232,0.0,,,,,,,
1,61232,0.0,,,,,,,
1,61232,0.0,,,,,,,
1,61232,0.0,,,,,,,
1,61232,0.0,,,,,,,
1,61232,0.0,,,,,,,
1,61232,0.0,,,,,,,
1,61232,0.0,,,,,,,
1,61232,0.0,,,,,,,
3,61260,0.0,,,,,,,
3,61260,0.0,,,,,,,
3,61260,0.0,,,,,,,
6,61333,0.0,,,,,,,
1,61348,19147.533,,,,,,,
1,61348,0.0,,,,,,,
1,61372,0.0,,,,,,,
1,61372,-1620.9552,,,,,,,
1,61372,0.0,,,,,,,
1,61372,0.0,,,,,,,
1,61372,0.0,,,,,,,
1,61372,0.0,,,,,,,
1,61372,0.0,,,,,,,
6,61417,336348.22,,,,,,,
1,61517,0.0,,,,,,,
1,61517,0.0,,,,,,,
1,61518,0.0,,,,,,,
1,61518,0.0,,,,,,,
1,61518,0.0,,,,,,,
1,61518,0.0,,,,,,,
5,61526,0.0,,,,,,,
5,61526,0.0,,,,,,,
4,61559,0.0,,,,,,,
3,61629,0.0,,,,,,,
3,61629,0.0,,,,,,,
3,61629,0.0,,,,,,,
3,61629,0.0,,,,,,,
1,61672,0.0,,,,,,,
1,61672,0.0,,,,,,,
1,61673,-1620.9552,,,,,,,
1,61673,0.0,,,,,,,
3,61724,0.0,,,,,,,
3,61724,0.0,,,,,,,
3,61724,0.0,,,,,,,
6,61727,0.0,,,,,,,
1,61864,10130.97,,,,,,,
1,61864,10130.97,,,,,,,
4,61893,0.0,,,,,,,
1,61941,0.0,,,,,,,
1,61941,0.0,,,,,,,
1,61941,0.0,,,,,,,
1,61941,0.0,,,,,,,
2,61969,0.0,,,,,,,
2,61969,0.0,,,,,,,
2,61969,0.0,,,,,,,
2,61969,20.26194,,,,,,,
1,62009,0.0,,,,,,,
1,62009,0.0,,,,,,,
1,62009,0.0,,,,,,,
1,62009,0.0,,,,,,,
6,62011,0.0,,,,,,,
5,62092,19147.533,,,,,,,
5,62092,0.0,,,,,,,
3,62133,-1620.9552,,,,,,,
3,62133,0.0,,,,,,,
6,62166,0.0,,,,,,,
1,62191,336348.22,,,,,,,
1,62191,2026.194,,,,,,,
1,62249,0.0,,,,,,,
1,62249,0.0,,,,,,,
1,62249,0.0,,,,,,,
1,62249,0.0,,,,,,,
1,62249,0.0,,,,,,,
1,62311,-1620.9552,,,,,,,
1,62311,10.13097,,,,,,,
5,62343,0.0,,,,,,,
5,62343,0.0,,,,,,,
3,62398,0.0,,,,,,,
3,62398,0.0,,,,,,,
6,62493,10232.279,,,,,,,
6,62590,0.0,,,,,,,
1,62620,0.0,,,,,,,
1,62620,0.0,,,,,,,
1,62620,0.0,,,,,,,
1,62620,0.0,,,,,,,
3,62630,0.0,,,,,,,
3,62630,0.0,,,,,,,
3,62630,0.0,,,,,,,
3,62630,0.0,,,,,,,
3,62630,0.0,,,,,,,
2,62700,0.0,,,,,,,
2,62700,0.0,,,,,,,
1,62704,0.0,,,,,,,
1,62704,0.0,,,,,,,
3,62878,0.0,,,,,,,
3,62878,0.0,,,,,,,
3,62878,0.0,,,,,,,
5,62930,0.0,,,,,,,
5,62930,0.0,,,,,,,
6,62936,78008.469,,,,,,,
4,62942,0.0,,,,,,,
4,63120,20.26194,,,,,,,
3,63147,0.0,,,,,,,
3,63147,0.0,,,,,,,
3,63147,0.0,,,,,,,
3,63147,0.0,,,,,,,
3,63147,0.0,,,,,,,
5,63233,0.0,,,,,,,
5,63233,0.0,,,,,,,
6,63289,0.0,,,,,,,
3,63436,0.0,,,,,,,
3,63436,0.0,,,,,,,
3,63436,0.0,,,,,,,
4,63447,0.0,,,,,,,
6,63558,0.0,,,,,,,
1,63583,0.0,,,,,,,
1,63583,0.0,,,,,,,
1,63583,0.0,,,,,,,
1,63583,0.0,,,,,,,
1,63597,0.0,,,,,,,
1,63597,0.0,,,,,,,
1,63597,0.0,,,,,,,
1,63597,0.0,,,,,,,
1,63597,0.0,,,,,,,
1,63597,0.0,,,,,,,
1,63597,0.0,,,,,,,
1,63597,0.0,,,,,,,
6,63664,0.0,,,,,,,
4,63684,0.0,,,,,,,
6,63859,0.0,,,,,,,
1,63880,111.44067,,,,,,,
1,63880,20261.939,,,,,,,
1,63881,0.0,,,,,,,
1,63881,0.0,,,,,,,
4,63901,0.0,,,,,,,
1,63986,0.0,,,,,,,
1,63986,0.0,,,,,,,
1,63986,0.0,,,,,,,
1,63986,0.0,,,,,,,
1,63986,0.0,,,,,,,
3,64095,0.0,,,,,,,
3,64095,0.0,,,,,,,
3,64095,0.0,,,,,,,
4,64113,0.0,,,,,,,
2,64150,48628.656,,,,,,,
2,64150,0.0,,,,,,,
2,64150,0.0,,,,,,,
2,64150,18843.604,,,,,,,
2,64150,0.0,,,,,,,
1,64491,0.0,,,,,,,
1,64491,0.0,,,,,,,
1,64491,0.0,,,,,,,
1,64491,0.0,,,,,,,
1,64548,0.0,,,,,,,
1,64548,0.0,,,,,,,
1,64548,0.0,,,,,,,
3,64572,0.0,,,,,,,
3,64572,0.0,,,,,,,
3,64572,0.0,,,,,,,
1,64641,0.0,,,,,,,
1,64641,0.0,,,,,,,
3,64697,0.0,,,,,,,
3,64697,0.0,,,,,,,
1,64716,35458.395,,,,,,,
1,64716,0.0,,,,,,,
1,64774,0.0,,,,,,,
1,64774,0.0,,,,,,,
1,64774,0.0,,,,,,,
1,64774,0.0,,,,,,,
1,64774,0.0,,,,,,,
1,64774,0.0,,,,,,,
1,64983,0.0,,,,,,,
1,64983,0.0,,,,,,,
1,64983,0.0,,,,,,,
1,65005,10.13097,,,,,,,
1,65005,0.0,,,,,,,
1,65005,0.0,,,,,,,
1,65005,0.0,,,,,,,
1,65010,0.0,,,,,,,
1,65010,0.0,,,,,,,
4,65031,0.0,,,,,,,
1,65053,0.0,,,,,,,
1,65053,0.0,,,,,,,
1,65053,0.0,,,,,,,
4,65195,0.0,,,,,,,
6,65335,21275.037,,,,,,,
3,65338,0.0,,,,,,,
3,65338,0.0,,,,,,,
1,65342,10130.97,,,,,,,
1,65342,0.0,,,,,,,
6,65344,0.0,,,,,,,
1,65358,2026.194,,,,,,,
1,65358,0.0,,,,,,,
1,65358,0.0,,,,,,,
2,65378,0.0,,,,,,,
2,65378,0.0,,,,,,,
5,65381,0.0,,,,,,,
5,65381,0.0,,,,,,,
4,65420,14689.906,,,,,,,
1,65450,0.0,,,,,,,
1,65450,0.0,,,,,,,
1,65450,-1620.9552,,,,,,,
1,65450,0.0,,,,,,,
1,65450,0.0,,,,,,,
2,65494,0.0,,,,,,,
2,65494,0.0,,,,,,,
2,65494,0.0,,,,,,,
1,65521,0.0,,,,,,,
1,65521,0.0,,,,,,,
6,65612,0.0,,,,,,,
3,65616,0.0,,,,,,,
3,65616,0.0,,,,,,,
3,65626,0.0,,,,,,,
3,65626,0.0,,,,,,,
1,65718,0.0,,,,,,,
1,65718,0.0,,,,,,,
1,65718,0.0,,,,,,,
4,65744,5065.4849,,,,,,,
1,65782,0.0,,,,,,,
1,65782,101.3097,,,,,,,
1,65782,0.0,,,,,,,
3,65792,0.0,,,,,,,
3,65792,0.0,,,,,,,
7,65818,336348.22,,,,,,,
7,65818,33432.199,,,,,,,
6,65893,0.0,,,,,,,
1,66168,0.0,,,,,,,
1,66168,19248.844,,,,,,,
1,66168,0.0,,,,,,,
1,66168,0.0,,,,,,,
1,66318,121.57164,,,,,,,
1,66318,336348.22,,,,,,,
1,66441,0.0,,,,,,,
1,66441,0.0,,,,,,,
1,66441,0.0,,,,,,,
1,66455,0.0,,,,,,,
1,66455,0.0,,,,,,,
1,66455,0.0,,,,,,,
1,66455,0.0,,,,,,,
1,66455,0.0,,,,,,,
1,66455,0.0,,,,,,,
1,66455,0.0,,,,,,,
3,66487,0.0,,,,,,,
3,66487,0.0,,,,,,,
3,66487,0.0,,,,,,,
4,66593,0.0,,,,,,,
1,66601,0.0,,,,,,,
1,66601,0.0,,,,,,,
7,66607,0.0,,,,,,,
7,66607,0.0,,,,,,,
1,66691,5065.4849,,,,,,,
1,66691,10130.97,,,,,,,
1,66693,8915.2539,,,,,,,
1,66693,0.0,,,,,,,
1,66740,0.0,,,,,,,
1,66740,0.0,,,,,,,
6,66783,0.0,,,,,,,
1,66788,0.0,,,,,,,
1,66788,0.0,,,,,,,
1,66788,0.0,,,,,,,
1,66788,0.0,,,,,,,
6,66885,364.7149,,,,,,,
6,66897,202.6194,,,,,,,
1,66926,30696.84,,,,,,,
1,66926,2026.194,,,,,,,
4,66952,0.0,,,,,,,
6,67077,293.79813,,,,,,,
1,67209,0.0,,,,,,,
1,67209,0.0,,,,,,,
1,67259,0.0,,,,,,,
1,67259,0.0,,,,,,,
4,67280,0.0,,,,,,,
1,67312,0.0,,,,,,,
1,67312,0.0,,,,,,,
1,67312,0.0,,,,,,,
1,67312,0.0,,,,,,,
1,67312,0.0,,,,,,,
1,67312,0.0,,,,,,,
1,67312,0.0,,,,,,,
1,67312,0.0,,,,,,,
1,67312,0.0,,,,,,,
1,67312,0.0,,,,,,,
1,67375,0.0,,,,,,,
1,67375,0.0,,,,,,,
1,67513,15196.455,,,,,,,
1,67513,0.0,,,,,,,
1,67526,101.3097,,,,,,,
1,67526,151.96455,,,,,,,
1,67526,101.3097,,,,,,,
1,67526,50.65485,,,,,,,
1,67561,0.0,,,,,,,
1,67561,0.0,,,,,,,
1,67561,0.0,,,,,,,
1,67567,0.0,,,,,,,
1,67567,0.0,,,,,,,
1,67569,0.0,,,,,,,
1,67569,0.0,,,,,,,
1,67569,0.0,,,,,,,
1,67569,0.0,,,,,,,
7,67858,0.0,,,,,,,
7,67858,0.0,,,,,,,
1,67950,0.0,,,,,,,
1,67950,0.0,,,,,,,
1,67950,0.0,,,,,,,
1,67950,0.0,,,,,,,
1,67950,0.0,,,,,,,
1,67950,0.0,,,,,,,
1,68024,0.0,,,,,,,
1,68024,0.0,,,,,,,
1,68046,1013.097,,,,,,,
1,68046,1013.097,,,,,,,
1,68080,0.0,,,,,,,
1,68080,0.0,,,,,,,
1,68080,0.0,,,,,,,
1,68080,0.0,,,,,,,
1,68080,0.0,,,,,,,
1,68080,0.0,,,,,,,
1,68080,0.0,,,,,,,
1,68082,0.0,,,,,,,
1,68082,0.0,,,,,,,
1,68082,0.0,,,,,,,
1,68082,0.0,,,,,,,
7,68143,0.0,,,,,,,
7,68143,0.0,,,,,,,
1,68198,0.0,,,,,,,
1,68198,0.0,,,,,,,
1,68198,0.0,,,,,,,
1,68198,0.0,,,,,,,
3,68325,0.0,,,,,,,
3,68325,0.0,,,,,,,
3,68325,0.0,,,,,,,
3,68338,9725.7314,,,,,,,
3,68338,0.0,,,,,,,
3,68338,0.0,,,,,,,
4,68372,0.0,,,,,,,
1,68484,0.0,,,,,,,
1,68484,0.0,,,,,,,
3,68507,0.0,,,,,,,
3,68507,0.0,,,,,,,
4,68544,0.0,,,,,,,
1,68548,12157.164,,,,,,,
1,68548,0.0,,,,,,,
3,68595,0.0,,,,,,,
3,68595,0.0,,,,,,,
3,68595,0.0,,,,,,,
3,68595,0.0,,,,,,,
4,68598,0.0,,,,,,,
1,68791,0.0,,,,,,,
1,68791,0.0,,,,,,,
1,68791,0.0,,,,,,,
1,68791,0.0,,,,,,,
1,68905,0.0,,,,,,,
1,68905,15196.455,,,,,,,
1,68935,110427.57,,,,,,,
1,68935,0.0,,,,,,,
1,68935,0.0,,,,,,,
1,68935,0.0,,,,,,,
5,68958,0.0,,,,,,,
5,68958,0.0,,,,,,,
6,68984,0.0,,,,,,,
1,69078,0.0,,,,,,,
1,69078,0.0,,,,,,,
1,69078,0.0,,,,,,,
1,69078,0.0,,,,,,,
1,69078,0.0,,,,,,,
1,69110,0.0,,,,,,,
1,69110,0.0,,,,,,,
1,69110,0.0,,,,,,,
1,69110,0.0,,,,,,,
1,69110,0.0,,,,,,,
1,69110,0.0,,,,,,,
6,69231,0.0,,,,,,,
4,69257,0.0,,,,,,,
6,69308,7598.2275,,,,,,,
4,69366,0.0,,,,,,,
1,69424,0.0,,,,,,,
1,69424,0.0,,,,,,,
1,69424,0.0,,,,,,,
1,69424,0.0,,,,,,,
1,69492,0.0,,,,,,,
1,69492,0.0,,,,,,,
1,69492,0.0,,,,,,,
1,69501,0.0,,,,,,,
1,69501,0.0,,,,,,,
4,69573,2026.194,,,,,,,
1,69654,0.0,,,,,,,
1,69654,0.0,,,,,,,
1,69654,0.0,,,,,,,
1,69654,0.0,,,,,,,
5,69797,0.0,,,,,,,
5,69797,0.0,,,,,,,
5,69797,0.0,,,,,,,
4,69809,0.0,,,,,,,
6,69939,0.0,,,,,,,
1,69967,20261.939,,,,,,,
1,69967,0.0,,,,,,,
1,69967,0.0,,,,,,,
1,69967,0.0,,,,,,,
1,70044,0.0,,,,,,,
1,70044,0.0,,,,,,,
1,70052,0.0,,,,,,,
1,70052,0.0,,,,,,,
1,70052,0.0,,,,,,,
4,70082,0.0,,,,,,,
1,70174,0.0,,,,,,,
1,70174,0.0,,,,,,,
1,70174,0.0,,,,,,,
1,70174,0.0,,,,,,,
5,70240,0.0,,,,,,,
5,70240,0.0,,,,,,,
1,70293,0.0,,,,,,,
1,70293,0.0,,,,,,,
1,70293,0.0,,,,,,,
1,70293,0.0,,,,,,,
1,70293,0.0,,,,,,,
1,70293,0.0,,,,,,,
1,70377,0.0,,,,,,,
1,70377,0.0,,,,,,,
1,70377,0.0,,,,,,,
1,70377,0.0,,,,,,,
3,70389,0.0,,,,,,,
3,70389,0.0,,,,,,,
6,70417,0.0,,,,,,,
3,70424,10130.97,,,,,,,
3,70424,0.0,,,,,,,
3,70424,0.0,,,,,,,
1,70471,50654.852,,,,,,,
1,70471,0.0,,,,,,,
1,70471,0.0,,,,,,,
1,70471,0.0,,,,,,,
1,70471,0.0,,,,,,,
1,70471,0.0,,,,,,,
4,70542,0.0,,,,,,,
4,70549,0.0,,,,,,,
6,70556,0.0,,,,,,,
3,70594,0.0,,,,,,,
3,70594,0.0,,,,,,,
6,70653,0.0,,,,,,,
1,70694,0.0,,,,,,,
1,70694,0.0,,,,,,,
1,70694,0.0,,,,,,,
5,70727,0.0,,,,,,,
5,70727,0.0,,,,,,,
1,70823,0.0,,,,,,,
1,70823,0.0,,,,,,,
1,70823,0.0,,,,,,,
1,70823,0.0,,,,,,,
1,70823,12157.164,,,,,,,
4,70843,0.0,,,,,,,
1,70865,0.0,,,,,,,
1,70865,0.0,,,,,,,
1,70978,0.0,,,,,,,
1,70978,0.0,,,,,,,
5,70988,0.0,,,,,,,
5,70988,0.0,,,,,,,
5,70988,0.0,,,,,,,
1,71148,0.0,,,,,,,
1,71148,336348.22,,,,,,,
1,71148,0.0,,,,,,,
1,71148,0.0,,,,,,,
4,71213,0.0,,,,,,,
3,71313,0.0,,,,,,,
3,71313,0.0,,,,,,,
3,71313,0.0,,,,,,,
6,71325,0.0,,,,,,,
1,71363,2026.194,,,,,,,
1,71363,0.0,,,,,,,
1,71363,0.0,,,,,,,
3,71440,0.0,,,,,,,
3,71440,0.0,,,,,,,
3,71440,0.0,,,,,,,
3,71462,0.0,,,,,,,
3,71462,0.0,,,,,,,
6,71506,0.0,,,,,,,
5,71659,0.0,,,,,,,
5,71659,0.0,,,,,,,
3,71741,0.0,,,,,,,
3,71741,0.0,,,,,,,
3,71741,0.0,,,,,,,
6,71742,0.0,,,,,,,
1,71760,0.0,,,,,,,
1,71760,0.0,,,,,,,
6,71786,20261.939,,,,,,,
1,71869,0.0,,,,,,,
1,71869,0.0,,,,,,,
1,71882,0.0,,,,,,,
1,71882,0.0,,,,,,,
1,71882,0.0,,,,,,,
1,71882,0.0,,,,,,,
1,71910,0.0,,,,,,,
1,71910,0.0,,,,,,,
1,71910,0.0,,,,,,,
1,71910,0.0,,,,,,,
4,71967,8510.0146,,,,,,,
1,72014,506.54849,,,,,,,
1,72014,506.54849,,,,,,,
2,72020,0.0,,,,,,,
2,72020,0.0,,,,,,,
1,72118,0.0,,,,,,,
1,72118,0.0,,,,,,,
1,72118,0.0,,,,,,,
1,72118,0.0,,,,,,,
1,72180,0.0,,,,,,,
1,72180,0.0,,,,,,,
1,72180,0.0,,,,,,,
1,72180,0.0,,,,,,,
7,72491,10130.97,,,,,,,
7,72491,10130.97,,,,,,,
4,72504,0.0,,,,,,,
5,72543,29379.813,,,,,,,
5,72543,0.0,,,,,,,
6,72592,0.0,,,,,,,
6,72612,0.0,,,,,,,
3,72671,0.0,,,,,,,
3,72671,0.0,,,,,,,
3,72671,0.0,,,,,,,
4,72699,253.27425,,,,,,,
1,72714,23301.23,,,,,,,
1,72714,0.0,,,,,,,
4,72725,0.0,,,,,,,
6,72776,336348.22,,,,,,,
1,72834,0.0,,,,,,,
1,72834,0.0,,,,,,,
1,72834,0.0,,,,,,,
1,72834,0.0,,,,,,,
1,72834,0.0,,,,,,,
4,72856,11346.687,,,,,,,
2,72860,0.0,,,,,,,
2,72860,0.0,,,,,,,
1,72893,0.0,,,,,,,
1,72893,0.0,,,,,,,
1,72893,0.0,,,,,,,
1,72893,0.0,,,,,,,
1,72893,0.0,,,,,,,
1,72893,0.0,,,,,,,
6,72908,0.0,,,,,,,
1,72919,0.0,,,,,,,
1,72919,0.0,,,,,,,
1,72945,0.0,,,,,,,
1,72945,0.0,,,,,,,
1,72945,0.0,,,,,,,
1,72945,0.0,,,,,,,
1,73112,1519.6455,,,,,,,
1,73112,0.0,,,,,,,
6,73177,101.3097,,,,,,,
3,73260,0.0,,,,,,,
3,73260,0.0,,,,,,,
3,73260,0.0,,,,,,,
3,73260,0.0,,,,,,,
3,73304,0.0,,,,,,,
3,73304,0.0,,,,,,,
3,73304,0.0,,,,,,,
6,73365,0.0,,,,,,,
6,73471,0.0,,,,,,,
1,73555,0.0,,,,,,,
1,73555,0.0,,,,,,,
1,73555,0.0,,,,,,,
1,73555,0.0,,,,,,,
6,73585,1823.5746,,,,,,,
4,73596,1215.7164,,,,,,,
3,73831,0.0,,,,,,,
3,73831,0.0,,,,,,,
3,73831,0.0,,,,,,,
4,73868,0.0,,,,,,,
5,73878,0.0,,,,,,,
5,73878,0.0,,,,,,,
1,74109,0.0,,,,,,,
1,74109,0.0,,,,,,,
1,74109,0.0,,,,,,,
1,74303,0.0,,,,,,,
1,74303,0.0,,,,,,,
1,74303,0.0,,,,,,,
1,74303,0.0,,,,,,,
7,74322,0.0,,,,,,,
7,74322,0.0,,,,,,,
7,74470,0.0,,,,,,,
7,74470,0.0,,,,,,,
7,74470,0.0,,,,,,,
7,74481,0.0,,,,,,,
7,74481,50.65485,,,,,,,
6,74516,0.0,,,,,,,
1,74542,536.94141,,,,,,,
1,74542,0.0,,,,,,,
1,74542,0.0,,,,,,,
1,74542,0.0,,,,,,,
3,74610,0.0,,,,,,,
3,74610,0.0,,,,,,,
1,74876,0.0,,,,,,,
1,74876,0.0,,,,,,,
1,74876,0.0,,,,,,,
1,74876,0.0,,,,,,,
3,74913,0.0,,,,,,,
3,74913,0.0,,,,,,,
3,74913,0.0,,,,,,,
3,74962,0.0,,,,,,,
3,74962,0.0,,,,,,,
3,74962,0.0,,,,,,,
3,74962,0.0,,,,,,,
3,74962,0.0,,,,,,,
1,74974,0.0,,,,,,,
1,74974,0.0,,,,,,,
1,74974,0.0,,,,,,,
1,74974,0.0,,,,,,,
5,74988,0.0,,,,,,,
5,74988,0.0,,,,,,,
6,75122,0.0,,,,,,,
6,75168,0.0,,,,,,,
3,75200,0.0,,,,,,,
3,75200,0.0,,,,,,,
3,75200,0.0,,,,,,,
3,75390,0.0,,,,,,,
3,75390,0.0,,,,,,,
3,75390,0.0,,,,,,,
1,75398,0.0,,,,,,,
1,75398,0.0,,,,,,,
1,75398,0.0,,,,,,,
1,75398,0.0,,,,,,,
1,75398,0.0,,,,,,,
1,75398,0.0,,,,,,,
2,75462,0.0,,,,,,,
2,75462,0.0,,,,,,,
2,75462,0.0,,,,,,,
2,75462,0.0,,,,,,,
2,75462,3039.291,,,,,,,
6,75473,0.0,,,,,,,
6,75484,0.0,,,,,,,
6,75490,0.0,,,,,,,
1,75525,0.0,,,,,,,
1,75525,0.0,,,,,,,
1,75525,0.0,,,,,,,
1,75525,0.0,,,,,,,
1,75599,0.0,,,,,,,
1,75599,0.0,,,,,,,
1,75599,0.0,,,,,,,
1,75599,0.0,,,,,,,
1,75599,23301.23,,,,,,,
1,75599,0.0,,,,,,,
1,75599,0.0,,,,,,,
1,75599,0.0,,,,,,,
1,75770,0.0,,,,,,,
1,75770,0.0,,,,,,,
2,75786,0.0,,,,,,,
2,75786,0.0,,,,,,,
2,75786,0.0,,,,,,,
2,75786,0.0,,,,,,,
3,75863,0.0,,,,,,,
3,75863,0.0,,,,,,,
3,75910,0.0,,,,,,,
3,75910,0.0,,,,,,,
3,75910,0.0,,,,,,,
3,75910,0.0,,,,,,,
5,75975,0.0,,,,,,,
5,75975,0.0,,,,,,,
5,75975,0.0,,,,,,,
3,76085,0.0,,,,,,,
3,76085,0.0,,,,,,,
3,76123,0.0,,,,,,,
3,76123,0.0,,,,,,,
2,76225,0.0,,,,,,,
2,76225,0.0,,,,,,,
2,76225,0.0,,,,,,,
1,76271,0.0,,,,,,,
1,76271,0.0,,,,,,,
1,76271,0.0,,,,,,,
1,76344,0.0,,,,,,,
1,76344,0.0,,,,,,,
4,76379,0.0,,,,,,,
1,76451,15196.455,,,,,,,
1,76451,0.0,,,,,,,
1,76451,0.0,,,,,,,
1,76451,0.0,,,,,,,
1,76451,0.0,,,,,,,
1,76451,0.0,,,,,,,
7,76506,15196.455,,,,,,,
7,76506,0.0,,,,,,,
3,76513,0.0,,,,,,,
3,76513,0.0,,,,,,,
3,76513,0.0,,,,,,,
6,76559,0.0,,,,,,,
3,76565,0.0,,,,,,,
3,76565,0.0,,,,,,,
3,76565,0.0,,,,,,,
6,76618,0.0,,,,,,,
7,76867,70.916786,,,,,,,
7,76867,0.0,,,,,,,
7,76867,0.0,,,,,,,
1,76914,0.0,,,,,,,
1,76914,0.0,,,,,,,
1,76914,0.0,,,,,,,
1,76914,0.0,,,,,,,
1,76975,0.0,,,,,,,
1,76975,0.0,,,,,,,
1,77001,0.0,,,,,,,
1,77001,0.0,,,,,,,
1,77001,0.0,,,,,,,
1,77001,0.0,,,,,,,
1,77001,0.0,,,,,,,
1,77001,0.0,,,,,,,
3,77105,0.0,,,,,,,
3,77105,0.0,,,,,,,
1,77151,0.0,,,,,,,
1,77151,0.0,,,,,,,
1,77151,0.0,,,,,,,
1,77151,0.0,,,,,,,
1,77151,0.0,,,,,,,
1,77151,0.0,,,,,,,
1,77151,0.0,,,,,,,
1,77165,0.0,,,,,,,
1,77165,0.0,,,,,,,
5,77250,0.0,,,,,,,
5,77250,0.0,,,,,,,
5,77250,0.0,,,,,,,
6,77273,0.0,,,,,,,
2,77358,0.0,,,,,,,
2,77358,0.0,,,,,,,
1,77423,0.0,,,,,,,
1,77423,0.0,,,,,,,
1,77423,0.0,,,,,,,
3,77470,0.0,,,,,,,
3,77470,0.0,,,,,,,
3,77470,0.0,,,,,,,
6,77481,0.0,,,,,,,
3,77577,0.0,,,,,,,
3,77577,0.0,,,,,,,
3,77577,0.0,,,,,,,
3,77643,0.0,,,,,,,
3,77643,0.0,,,,,,,
3,77643,0.0,,,,,,,
3,77675,12157.164,,,,,,,
3,77675,0.0,,,,,,,
6,77798,0.0,,,,,,,
6,77851,2026.194,,,,,,,
4,77962,0.0,,,,,,,
2,78037,0.0,,,,,,,
2,78037,0.0,,,,,,,
2,78037,0.0,,,,,,,
1,78267,0.0,,,,,,,
1,78267,0.0,,,,,,,
1,78267,0.0,,,,,,,
1,78267,0.0,,,,,,,
1,78298,2026.194,,,,,,,
1,78298,2026.194,,,,,,,
1,78357,0.0,,,,,,,
1,78357,0.0,,,,,,,
1,78357,0.0,,,,,,,
1,78393,0.0,,,,,,,
1,78393,101.3097,,,,,,,
1,78416,0.0,,,,,,,
1,78416,0.0,,,,,,,
1,78416,0.0,,,,,,,
1,78416,0.0,,,,,,,
1,78416,0.0,,,,,,,
4,78424,0.0,,,,,,,
2,78524,0.0,,,,,,,
2,78524,0.0,,,,,,,
2,78524,0.0,,,,,,,
2,78524,0.0,,,,,,,
2,78562,0.0,,,,,,,
2,78562,0.0,,,,,,,
6,78563,0.0,,,,,,,
3,78620,0.0,,,,,,,
3,78620,0.0,,,,,,,
3,78620,0.0,,,,,,,
1,78649,9117.873,,,,,,,
1,78649,0.0,,,,,,,
1,78649,0.0,,,,,,,
4,78654,0.0,,,,,,,
1,78774,0.0,,,,,,,
1,78774,0.0,,,,,,,
1,78774,0.0,,,,,,,
3,78824,0.0,,,,,,,
3,78824,0.0,,,,,,,
3,78824,0.0,,,,,,,
3,78824,0.0,,,,,,,
7,78853,0.0,,,,,,,
7,78853,0.0,,,,,,,
1,78902,0.0,,,,,,,
1,78902,0.0,,,,,,,
1,78934,0.0,,,,,,,
1,78934,0.0,,,,,,,
2,78941,0.0,,,,,,,
2,78941,0.0,,,,,,,
2,78976,0.0,,,,,,,
2,78976,0.0,,,,,,,
2,78976,0.0,,,,,,,
2,78976,0.0,,,,,,,
4,78978,6179.8916,,,,,,,
3,78985,0.0,,,,,,,
3,78985,0.0,,,,,,,
3,78985,0.0,,,,,,,
3,78985,0.0,,,,,,,
3,79006,0.0,,,,,,,
3,79006,0.0,,,,,,,
3,79006,0.0,,,,,,,
3,79006,0.0,,,,,,,
3,79006,0.0,,,,,,,
3,79006,0.0,,,,,,,
1,79009,0.0,,,,,,,
1,79009,0.0,,,,,,,
1,79009,0.0,,,,,,,
5,79016,0.0,,,,,,,
