EducAttain,SERIALNO,EST_Childcare,EST_Income,EST_HousingCost,EST_TransportCost,EST_HealthCareCost,EST_FoodCost,EST_WorkHoursPerWeek,EST_ParentEducationLevel,EST_SchoolQualityIndex,EST_PublicAssistanceRecipients,EST_HomeOwnershipStatus,EST_CommunitySafetyIndex,EST_PublicTransportAccess,EST_NonWorkDaysPerYear,EST_SchoolAttendanceRate
2.0,209822,0.0,,,,,,,,,,,,,,
1.0,209822,0.0,,,,,,,,,,,,,,
4.0,209834,0.0,,,,,,,,,,,,,,
4.0,209834,0.0,,,,,,,,,,,,,,
4.0,209834,0.0,,,,,,,,,,,,,,
,209834,0.0,,,,,,,,,,,,,,
4.0,209834,0.0,,,,,,,,,,,,,,
2.0,209842,0.0,,,,,,,,,,,,,,
4.0,209846,0.0,,,,,,,,,,,,,,
4.0,209907,0.0,,,,,,,,,,,,,,
4.0,209907,0.0,,,,,,,,,,,,,,
4.0,210038,0.0,,,,,,,,,,,,,,
1.0,210038,0.0,,,,,,,,,,,,,,
1.0,210047,0.0,,,,,,,,,,,,,,
1.0,210047,0.0,,,,,,,,,,,,,,
4.0,210047,0.0,,,,,,,,,,,,,,
4.0,210047,0.0,,,,,,,,,,,,,,
4.0,210047,0.0,,,,,,,,,,,,,,
4.0,210047,0.0,,,,,,,,,,,,,,
4.0,210225,0.0,,,,,,,,,,,,,,
4.0,210236,0.0,,,,,,,,,,,,,,
1.0,210236,0.0,,,,,,,,,,,,,,
1.0,210236,0.0,,,,,,,,,,,,,,
1.0,210236,0.0,,,,,,,,,,,,,,
,210236,0.0,,,,,,,,,,,,,,
4.0,210310,0.0,,,,,,,,,,,,,,
2.0,210310,0.0,,,,,,,,,,,,,,
2.0,210310,0.0,,,,,,,,,,,,,,
1.0,210312,0.0,,,,,,,,,,,,,,
1.0,210312,0.0,,,,,,,,,,,,,,
1.0,210321,0.0,,,,,,,,,,,,,,
4.0,210322,Other,,,,,,,,,,,,,,
4.0,210322,Other,,,,,,,,,,,,,,
1.0,210322,Other,,,,,,,,,,,,,,
1.0,210322,Other,,,,,,,,,,,,,,
,210322,Other,,,,,,,,,,,,,,
3.0,210371,0.0,,,,,,,,,,,,,,
2.0,210435,0.0,,,,,,,,,,,,,,
3.0,210435,0.0,,,,,,,,,,,,,,
3.0,210523,0.0,,,,,,,,,,,,,,
3.0,210523,0.0,,,,,,,,,,,,,,
4.0,210523,0.0,,,,,,,,,,,,,,
2.0,210557,0.0,,,,,,,,,,,,,,
4.0,210557,0.0,,,,,,,,,,,,,,
1.0,210557,0.0,,,,,,,,,,,,,,
1.0,210557,0.0,,,,,,,,,,,,,,
1.0,210557,0.0,,,,,,,,,,,,,,
4.0,210648,0.0,,,,,,,,,,,,,,
4.0,210648,0.0,,,,,,,,,,,,,,
3.0,210648,0.0,,,,,,,,,,,,,,
4.0,210775,0.0,,,,,,,,,,,,,,
4.0,210816,0.0,,,,,,,,,,,,,,
4.0,210816,0.0,,,,,,,,,,,,,,
2.0,210818,0.0,,,,,,,,,,,,,,
3.0,210836,0.0,,,,,,,,,,,,,,
4.0,210873,0.0,,,,,,,,,,,,,,
4.0,210932,0.0,,,,,,,,,,,,,,
1.0,210932,0.0,,,,,,,,,,,,,,
3.0,210940,0.0,,,,,,,,,,,,,,
1.0,211149,0.0,,,,,,,,,,,,,,
3.0,211266,0.0,,,,,,,,,,,,,,
1.0,211266,0.0,,,,,,,,,,,,,,
1.0,211266,0.0,,,,,,,,,,,,,,
4.0,211337,0.0,,,,,,,,,,,,,,
3.0,211337,0.0,,,,,,,,,,,,,,
3.0,211337,0.0,,,,,,,,,,,,,,
3.0,211337,0.0,,,,,,,,,,,,,,
2.0,211813,0.0,,,,,,,,,,,,,,
3.0,211813,0.0,,,,,,,,,,,,,,
3.0,211813,0.0,,,,,,,,,,,,,,
1.0,211813,0.0,,,,,,,,,,,,,,
4.0,211839,0.0,,,,,,,,,,,,,,
3.0,211839,0.0,,,,,,,,,,,,,,
4.0,211839,0.0,,,,,,,,,,,,,,
4.0,211839,0.0,,,,,,,,,,,,,,
4.0,211839,0.0,,,,,,,,,,,,,,
1.0,211977,0.0,,,,,,,,,,,,,,
4.0,212048,0.0,,,,,,,,,,,,,,
2.0,212048,0.0,,,,,,,,,,,,,,
4.0,212048,0.0,,,,,,,,,,,,,,
4.0,212048,0.0,,,,,,,,,,,,,,
3.0,212048,0.0,,,,,,,,,,,,,,
3.0,212048,0.0,,,,,,,,,,,,,,
2.0,212134,0.0,,,,,,,,,,,,,,
4.0,212151,0.0,,,,,,,,,,,,,,
4.0,212151,0.0,,,,,,,,,,,,,,
4.0,212190,0.0,,,,,,,,,,,,,,
4.0,212190,0.0,,,,,,,,,,,,,,
4.0,212391,0.0,,,,,,,,,,,,,,
4.0,212391,0.0,,,,,,,,,,,,,,
4.0,212391,0.0,,,,,,,,,,,,,,
4.0,212465,0.0,,,,,,,,,,,,,,
2.0,212465,0.0,,,,,,,,,,,,,,
2.0,212465,0.0,,,,,,,,,,,,,,
4.0,212512,0.0,,,,,,,,,,,,,,
4.0,212512,0.0,,,,,,,,,,,,,,
4.0,212512,0.0,,,,,,,,,,,,,,
4.0,212614,0.0,,,,,,,,,,,,,,
4.0,212614,0.0,,,,,,,,,,,,,,
4.0,212650,0.0,,,,,,,,,,,,,,
4.0,212650,0.0,,,,,,,,,,,,,,
3.0,212650,0.0,,,,,,,,,,,,,,
1.0,212650,0.0,,,,,,,,,,,,,,
4.0,212672,0.0,,,,,,,,,,,,,,
1.0,212672,0.0,,,,,,,,,,,,,,
2.0,212743,Other,,,,,,,,,,,,,,
,212743,Other,,,,,,,,,,,,,,
1.0,212748,0.0,,,,,,,,,,,,,,
4.0,212838,0.0,,,,,,,,,,,,,,
3.0,212838,0.0,,,,,,,,,,,,,,
4.0,212838,0.0,,,,,,,,,,,,,,
3.0,212867,0.0,,,,,,,,,,,,,,
3.0,212867,0.0,,,,,,,,,,,,,,
1.0,212867,0.0,,,,,,,,,,,,,,
3.0,212867,0.0,,,,,,,,,,,,,,
3.0,212867,0.0,,,,,,,,,,,,,,
2.0,213048,0.0,,,,,,,,,,,,,,
4.0,213048,0.0,,,,,,,,,,,,,,
3.0,213048,0.0,,,,,,,,,,,,,,
1.0,213048,0.0,,,,,,,,,,,,,,
2.0,213068,0.0,,,,,,,,,,,,,,
1.0,213093,0.0,,,,,,,,,,,,,,
4.0,213137,0.0,,,,,,,,,,,,,,
1.0,213141,0.0,,,,,,,,,,,,,,
3.0,213141,0.0,,,,,,,,,,,,,,
4.0,213204,0.0,,,,,,,,,,,,,,
4.0,213412,0.0,,,,,,,,,,,,,,
4.0,213500,0.0,,,,,,,,,,,,,,
1.0,213500,0.0,,,,,,,,,,,,,,
1.0,213500,0.0,,,,,,,,,,,,,,
1.0,213500,0.0,,,,,,,,,,,,,,
4.0,213522,0.0,,,,,,,,,,,,,,
4.0,213522,0.0,,,,,,,,,,,,,,
4.0,213522,0.0,,,,,,,,,,,,,,
3.0,213522,0.0,,,,,,,,,,,,,,
4.0,213522,0.0,,,,,,,,,,,,,,
4.0,213522,0.0,,,,,,,,,,,,,,
4.0,213522,0.0,,,,,,,,,,,,,,
4.0,213559,0.0,,,,,,,,,,,,,,
3.0,213559,0.0,,,,,,,,,,,,,,
3.0,213586,0.0,,,,,,,,,,,,,,
2.0,213823,0.0,,,,,,,,,,,,,,
3.0,213823,0.0,,,,,,,,,,,,,,
3.0,213823,0.0,,,,,,,,,,,,,,
4.0,213840,0.0,,,,,,,,,,,,,,
4.0,213840,0.0,,,,,,,,,,,,,,
,213840,0.0,,,,,,,,,,,,,,
,213840,0.0,,,,,,,,,,,,,,
3.0,213915,0.0,,,,,,,,,,,,,,
3.0,213915,0.0,,,,,,,,,,,,,,
1.0,214005,0.0,,,,,,,,,,,,,,
4.0,214005,0.0,,,,,,,,,,,,,,
3.0,214189,0.0,,,,,,,,,,,,,,
3.0,214189,0.0,,,,,,,,,,,,,,
1.0,214189,0.0,,,,,,,,,,,,,,
1.0,214189,0.0,,,,,,,,,,,,,,
3.0,214193,0.0,,,,,,,,,,,,,,
1.0,214193,0.0,,,,,,,,,,,,,,
1.0,214193,0.0,,,,,,,,,,,,,,
3.0,214193,0.0,,,,,,,,,,,,,,
4.0,214199,0.0,,,,,,,,,,,,,,
4.0,214268,0.0,,,,,,,,,,,,,,
3.0,214268,0.0,,,,,,,,,,,,,,
1.0,214268,0.0,,,,,,,,,,,,,,
1.0,214334,0.0,,,,,,,,,,,,,,
1.0,214334,0.0,,,,,,,,,,,,,,
3.0,214334,0.0,,,,,,,,,,,,,,
4.0,214340,0.0,,,,,,,,,,,,,,
4.0,214340,0.0,,,,,,,,,,,,,,
1.0,214433,0.0,,,,,,,,,,,,,,
2.0,214581,0.0,,,,,,,,,,,,,,
3.0,214581,0.0,,,,,,,,,,,,,,
3.0,214581,0.0,,,,,,,,,,,,,,
2.0,214649,0.0,,,,,,,,,,,,,,
1.0,214649,0.0,,,,,,,,,,,,,,
3.0,214649,0.0,,,,,,,,,,,,,,
4.0,214856,0.0,,,,,,,,,,,,,,
2.0,214856,0.0,,,,,,,,,,,,,,
1.0,215033,0.0,,,,,,,,,,,,,,
1.0,215033,0.0,,,,,,,,,,,,,,
1.0,215033,0.0,,,,,,,,,,,,,,
1.0,215033,0.0,,,,,,,,,,,,,,
3.0,215069,0.0,,,,,,,,,,,,,,
4.0,215131,0.0,,,,,,,,,,,,,,
4.0,215152,0.0,,,,,,,,,,,,,,
4.0,215152,0.0,,,,,,,,,,,,,,
3.0,215152,0.0,,,,,,,,,,,,,,
3.0,215152,0.0,,,,,,,,,,,,,,
4.0,215174,0.0,,,,,,,,,,,,,,
1.0,215258,0.0,,,,,,,,,,,,,,
1.0,215268,0.0,,,,,,,,,,,,,,
1.0,215268,0.0,,,,,,,,,,,,,,
4.0,215268,0.0,,,,,,,,,,,,,,
4.0,215394,0.0,,,,,,,,,,,,,,
4.0,215394,0.0,,,,,,,,,,,,,,
1.0,215394,0.0,,,,,,,,,,,,,,
1.0,215394,0.0,,,,,,,,,,,,,,
1.0,215394,0.0,,,,,,,,,,,,,,
4.0,215472,0.0,,,,,,,,,,,,,,
3.0,215472,0.0,,,,,,,,,,,,,,
2.0,215485,0.0,,,,,,,,,,,,,,
2.0,215485,0.0,,,,,,,,,,,,,,
4.0,215487,0.0,,,,,,,,,,,,,,
2.0,215487,0.0,,,,,,,,,,,,,,
4.0,215487,0.0,,,,,,,,,,,,,,
3.0,215487,0.0,,,,,,,,,,,,,,
1.0,215487,0.0,,,,,,,,,,,,,,
4.0,215504,0.0,,,,,,,,,,,,,,
3.0,215504,0.0,,,,,,,,,,,,,,
2.0,215596,0.0,,,,,,,,,,,,,,
4.0,215675,0.0,,,,,,,,,,,,,,
4.0,215675,0.0,,,,,,,,,,,,,,
4.0,215738,0.0,,,,,,,,,,,,,,
4.0,215738,0.0,,,,,,,,,,,,,,
3.0,215751,Other,,,,,,,,,,,,,,
,215751,Other,,,,,,,,,,,,,,
1.0,215751,Other,,,,,,,,,,,,,,
4.0,215751,Other,,,,,,,,,,,,,,
3.0,215785,0.0,,,,,,,,,,,,,,
1.0,215785,0.0,,,,,,,,,,,,,,
1.0,215785,0.0,,,,,,,,,,,,,,
4.0,215904,0.0,,,,,,,,,,,,,,
4.0,215904,0.0,,,,,,,,,,,,,,
4.0,215904,0.0,,,,,,,,,,,,,,
2.0,215940,0.0,,,,,,,,,,,,,,
4.0,215940,0.0,,,,,,,,,,,,,,
2.0,215962,0.0,,,,,,,,,,,,,,
1.0,215979,0.0,,,,,,,,,,,,,,
1.0,215979,0.0,,,,,,,,,,,,,,
1.0,215979,0.0,,,,,,,,,,,,,,
1.0,215979,0.0,,,,,,,,,,,,,,
1.0,215979,0.0,,,,,,,,,,,,,,
2.0,215979,0.0,,,,,,,,,,,,,,
1.0,216035,0.0,,,,,,,,,,,,,,
1.0,216035,0.0,,,,,,,,,,,,,,
2.0,216035,0.0,,,,,,,,,,,,,,
2.0,216035,0.0,,,,,,,,,,,,,,
1.0,216092,0.0,,,,,,,,,,,,,,
2.0,216092,0.0,,,,,,,,,,,,,,
1.0,216092,0.0,,,,,,,,,,,,,,
3.0,216117,0.0,,,,,,,,,,,,,,
4.0,216117,0.0,,,,,,,,,,,,,,
1.0,216117,0.0,,,,,,,,,,,,,,
3.0,216117,0.0,,,,,,,,,,,,,,
4.0,216163,0.0,,,,,,,,,,,,,,
4.0,216163,0.0,,,,,,,,,,,,,,
4.0,216163,0.0,,,,,,,,,,,,,,
3.0,216163,0.0,,,,,,,,,,,,,,
4.0,216312,0.0,,,,,,,,,,,,,,
4.0,216330,0.0,,,,,,,,,,,,,,
3.0,216330,0.0,,,,,,,,,,,,,,
1.0,216330,0.0,,,,,,,,,,,,,,
3.0,216352,0.0,,,,,,,,,,,,,,
3.0,216371,0.0,,,,,,,,,,,,,,
2.0,216371,0.0,,,,,,,,,,,,,,
4.0,216377,0.0,,,,,,,,,,,,,,
3.0,216461,0.0,,,,,,,,,,,,,,
4.0,216461,0.0,,,,,,,,,,,,,,
1.0,216461,0.0,,,,,,,,,,,,,,
2.0,216461,0.0,,,,,,,,,,,,,,
1.0,216461,0.0,,,,,,,,,,,,,,
4.0,216490,0.0,,,,,,,,,,,,,,
3.0,216490,0.0,,,,,,,,,,,,,,
4.0,216513,0.0,,,,,,,,,,,,,,
4.0,216513,0.0,,,,,,,,,,,,,,
4.0,216535,0.0,,,,,,,,,,,,,,
4.0,216535,0.0,,,,,,,,,,,,,,
4.0,216618,0.0,,,,,,,,,,,,,,
3.0,216618,0.0,,,,,,,,,,,,,,
2.0,216618,0.0,,,,,,,,,,,,,,
1.0,216618,0.0,,,,,,,,,,,,,,
1.0,216618,0.0,,,,,,,,,,,,,,
2.0,216618,0.0,,,,,,,,,,,,,,
3.0,216696,0.0,,,,,,,,,,,,,,
2.0,216756,0.0,,,,,,,,,,,,,,
1.0,216756,0.0,,,,,,,,,,,,,,
1.0,216756,0.0,,,,,,,,,,,,,,
1.0,216756,0.0,,,,,,,,,,,,,,
1.0,216756,0.0,,,,,,,,,,,,,,
1.0,216756,0.0,,,,,,,,,,,,,,
3.0,216785,Other,,,,,,,,,,,,,,
1.0,216785,Other,,,,,,,,,,,,,,
1.0,216785,Other,,,,,,,,,,,,,,
2.0,216824,0.0,,,,,,,,,,,,,,
1.0,216824,0.0,,,,,,,,,,,,,,
4.0,216904,0.0,,,,,,,,,,,,,,
3.0,216904,0.0,,,,,,,,,,,,,,
2.0,216904,0.0,,,,,,,,,,,,,,
4.0,216904,0.0,,,,,,,,,,,,,,
2.0,216942,0.0,,,,,,,,,,,,,,
1.0,216942,0.0,,,,,,,,,,,,,,
3.0,217002,0.0,,,,,,,,,,,,,,
1.0,217106,0.0,,,,,,,,,,,,,,
3.0,217140,0.0,,,,,,,,,,,,,,
2.0,217343,0.0,,,,,,,,,,,,,,
4.0,217345,Other,,,,,,,,,,,,,,
3.0,217345,Other,,,,,,,,,,,,,,
1.0,217345,Other,,,,,,,,,,,,,,
4.0,217345,Other,,,,,,,,,,,,,,
3.0,217346,0.0,,,,,,,,,,,,,,
2.0,217346,0.0,,,,,,,,,,,,,,
2.0,217405,0.0,,,,,,,,,,,,,,
2.0,217405,0.0,,,,,,,,,,,,,,
1.0,217405,0.0,,,,,,,,,,,,,,
1.0,217405,0.0,,,,,,,,,,,,,,
1.0,217405,0.0,,,,,,,,,,,,,,
3.0,217415,0.0,,,,,,,,,,,,,,
2.0,217415,0.0,,,,,,,,,,,,,,
1.0,217476,0.0,,,,,,,,,,,,,,
1.0,217476,0.0,,,,,,,,,,,,,,
1.0,217514,0.0,,,,,,,,,,,,,,
1.0,217514,0.0,,,,,,,,,,,,,,
1.0,217514,0.0,,,,,,,,,,,,,,
1.0,217514,0.0,,,,,,,,,,,,,,
1.0,217514,0.0,,,,,,,,,,,,,,
3.0,217633,0.0,,,,,,,,,,,,,,
4.0,217651,0.0,,,,,,,,,,,,,,
4.0,217651,0.0,,,,,,,,,,,,,,
3.0,217729,0.0,,,,,,,,,,,,,,
4.0,217741,0.0,,,,,,,,,,,,,,
4.0,217744,0.0,,,,,,,,,,,,,,
4.0,217744,0.0,,,,,,,,,,,,,,
,217744,0.0,,,,,,,,,,,,,,
3.0,217763,0.0,,,,,,,,,,,,,,
4.0,217763,0.0,,,,,,,,,,,,,,
3.0,217763,0.0,,,,,,,,,,,,,,
3.0,217763,0.0,,,,,,,,,,,,,,
3.0,217837,0.0,,,,,,,,,,,,,,
3.0,217885,0.0,,,,,,,,,,,,,,
1.0,217885,0.0,,,,,,,,,,,,,,
4.0,217885,0.0,,,,,,,,,,,,,,
3.0,217952,0.0,,,,,,,,,,,,,,
4.0,217995,0.0,,,,,,,,,,,,,,
2.0,218066,0.0,,,,,,,,,,,,,,
3.0,218139,0.0,,,,,,,,,,,,,,
3.0,218139,0.0,,,,,,,,,,,,,,
1.0,218139,0.0,,,,,,,,,,,,,,
1.0,218139,0.0,,,,,,,,,,,,,,
2.0,218141,0.0,,,,,,,,,,,,,,
2.0,218141,0.0,,,,,,,,,,,,,,
1.0,218141,0.0,,,,,,,,,,,,,,
1.0,218141,0.0,,,,,,,,,,,,,,
2.0,218141,0.0,,,,,,,,,,,,,,
4.0,218225,0.0,,,,,,,,,,,,,,
4.0,218225,0.0,,,,,,,,,,,,,,
1.0,218225,0.0,,,,,,,,,,,,,,
2.0,218248,0.0,,,,,,,,,,,,,,
3.0,218248,0.0,,,,,,,,,,,,,,
4.0,218319,0.0,,,,,,,,,,,,,,
1.0,218319,0.0,,,,,,,,,,,,,,
4.0,218319,0.0,,,,,,,,,,,,,,
2.0,218329,0.0,,,,,,,,,,,,,,
3.0,218339,0.0,,,,,,,,,,,,,,
4.0,218377,0.0,,,,,,,,,,,,,,
3.0,218423,0.0,,,,,,,,,,,,,,
1.0,218430,0.0,,,,,,,,,,,,,,
1.0,218430,0.0,,,,,,,,,,,,,,
1.0,218430,0.0,,,,,,,,,,,,,,
4.0,218430,0.0,,,,,,,,,,,,,,
2.0,218476,0.0,,,,,,,,,,,,,,
4.0,218476,0.0,,,,,,,,,,,,,,
1.0,218476,0.0,,,,,,,,,,,,,,
2.0,218476,0.0,,,,,,,,,,,,,,
3.0,218476,0.0,,,,,,,,,,,,,,
3.0,218476,0.0,,,,,,,,,,,,,,
3.0,218476,0.0,,,,,,,,,,,,,,
3.0,218476,0.0,,,,,,,,,,,,,,
4.0,218556,0.0,,,,,,,,,,,,,,
1.0,218565,0.0,,,,,,,,,,,,,,
4.0,218638,0.0,,,,,,,,,,,,,,
4.0,218638,0.0,,,,,,,,,,,,,,
3.0,218695,0.0,,,,,,,,,,,,,,
4.0,218695,0.0,,,,,,,,,,,,,,
4.0,218697,0.0,,,,,,,,,,,,,,
2.0,218710,0.0,,,,,,,,,,,,,,
3.0,218710,0.0,,,,,,,,,,,,,,
2.0,218710,0.0,,,,,,,,,,,,,,
3.0,218710,0.0,,,,,,,,,,,,,,
2.0,218710,0.0,,,,,,,,,,,,,,
4.0,218710,0.0,,,,,,,,,,,,,,
4.0,218718,0.0,,,,,,,,,,,,,,
4.0,218749,0.0,,,,,,,,,,,,,,
3.0,218809,0.0,,,,,,,,,,,,,,
3.0,218809,0.0,,,,,,,,,,,,,,
1.0,218809,0.0,,,,,,,,,,,,,,
1.0,218809,0.0,,,,,,,,,,,,,,
4.0,218809,0.0,,,,,,,,,,,,,,
4.0,218809,0.0,,,,,,,,,,,,,,
4.0,218948,0.0,,,,,,,,,,,,,,
1.0,218948,0.0,,,,,,,,,,,,,,
4.0,218948,0.0,,,,,,,,,,,,,,
1.0,218948,0.0,,,,,,,,,,,,,,
3.0,218948,0.0,,,,,,,,,,,,,,
4.0,219044,0.0,,,,,,,,,,,,,,
4.0,219044,0.0,,,,,,,,,,,,,,
2.0,219059,0.0,,,,,,,,,,,,,,
2.0,219059,0.0,,,,,,,,,,,,,,
1.0,219059,0.0,,,,,,,,,,,,,,
2.0,219096,0.0,,,,,,,,,,,,,,
3.0,219324,0.0,,,,,,,,,,,,,,
3.0,219324,0.0,,,,,,,,,,,,,,
3.0,219324,0.0,,,,,,,,,,,,,,
3.0,219324,0.0,,,,,,,,,,,,,,
1.0,219332,0.0,,,,,,,,,,,,,,
3.0,219332,0.0,,,,,,,,,,,,,,
4.0,219332,0.0,,,,,,,,,,,,,,
3.0,219381,0.0,,,,,,,,,,,,,,
3.0,219381,0.0,,,,,,,,,,,,,,
2.0,219520,Other,,,,,,,,,,,,,,
4.0,219520,Other,,,,,,,,,,,,,,
1.0,219520,Other,,,,,,,,,,,,,,
,219520,Other,,,,,,,,,,,,,,
2.0,219520,Other,,,,,,,,,,,,,,
2.0,219520,Other,,,,,,,,,,,,,,
2.0,219598,0.0,,,,,,,,,,,,,,
2.0,219598,0.0,,,,,,,,,,,,,,
2.0,219675,0.0,,,,,,,,,,,,,,
2.0,219675,0.0,,,,,,,,,,,,,,
2.0,219893,0.0,,,,,,,,,,,,,,
4.0,219928,0.0,,,,,,,,,,,,,,
4.0,219928,0.0,,,,,,,,,,,,,,
1.0,219984,0.0,,,,,,,,,,,,,,
1.0,219984,0.0,,,,,,,,,,,,,,
3.0,219984,0.0,,,,,,,,,,,,,,
1.0,219984,0.0,,,,,,,,,,,,,,
2.0,220066,0.0,,,,,,,,,,,,,,
1.0,220066,0.0,,,,,,,,,,,,,,
4.0,220170,0.0,,,,,,,,,,,,,,
4.0,220170,0.0,,,,,,,,,,,,,,
2.0,220219,0.0,,,,,,,,,,,,,,
1.0,220219,0.0,,,,,,,,,,,,,,
3.0,220221,0.0,,,,,,,,,,,,,,
4.0,220221,0.0,,,,,,,,,,,,,,
4.0,220221,0.0,,,,,,,,,,,,,,
3.0,220221,0.0,,,,,,,,,,,,,,
4.0,220251,0.0,,,,,,,,,,,,,,
4.0,220251,0.0,,,,,,,,,,,,,,
,220251,0.0,,,,,,,,,,,,,,
4.0,220303,0.0,,,,,,,,,,,,,,
4.0,220315,Other,,,,,,,,,,,,,,
4.0,220315,Other,,,,,,,,,,,,,,
1.0,220315,Other,,,,,,,,,,,,,,
1.0,220315,Other,,,,,,,,,,,,,,
4.0,220320,0.0,,,,,,,,,,,,,,
4.0,220320,0.0,,,,,,,,,,,,,,
3.0,220332,0.0,,,,,,,,,,,,,,
2.0,220489,0.0,,,,,,,,,,,,,,
2.0,220489,0.0,,,,,,,,,,,,,,
2.0,220489,0.0,,,,,,,,,,,,,,
2.0,220556,0.0,,,,,,,,,,,,,,
2.0,220556,0.0,,,,,,,,,,,,,,
2.0,220556,0.0,,,,,,,,,,,,,,
1.0,220607,0.0,,,,,,,,,,,,,,
1.0,220607,0.0,,,,,,,,,,,,,,
4.0,220607,0.0,,,,,,,,,,,,,,
2.0,220629,0.0,,,,,,,,,,,,,,
2.0,220629,0.0,,,,,,,,,,,,,,
3.0,220654,0.0,,,,,,,,,,,,,,
1.0,220724,0.0,,,,,,,,,,,,,,
1.0,220724,0.0,,,,,,,,,,,,,,
3.0,220772,0.0,,,,,,,,,,,,,,
4.0,220916,0.0,,,,,,,,,,,,,,
4.0,220916,0.0,,,,,,,,,,,,,,
1.0,220916,0.0,,,,,,,,,,,,,,
3.0,221253,0.0,,,,,,,,,,,,,,
2.0,221253,0.0,,,,,,,,,,,,,,
2.0,221253,0.0,,,,,,,,,,,,,,
4.0,221266,0.0,,,,,,,,,,,,,,
1.0,221408,0.0,,,,,,,,,,,,,,
3.0,221408,0.0,,,,,,,,,,,,,,
1.0,221408,0.0,,,,,,,,,,,,,,
1.0,221408,0.0,,,,,,,,,,,,,,
1.0,221408,0.0,,,,,,,,,,,,,,
1.0,221408,0.0,,,,,,,,,,,,,,
2.0,221408,0.0,,,,,,,,,,,,,,
2.0,221576,0.0,,,,,,,,,,,,,,
,221576,0.0,,,,,,,,,,,,,,
2.0,221576,0.0,,,,,,,,,,,,,,
2.0,221576,0.0,,,,,,,,,,,,,,
1.0,221601,0.0,,,,,,,,,,,,,,
1.0,221601,0.0,,,,,,,,,,,,,,
2.0,221601,0.0,,,,,,,,,,,,,,
3.0,221634,0.0,,,,,,,,,,,,,,
4.0,221634,0.0,,,,,,,,,,,,,,
2.0,221649,0.0,,,,,,,,,,,,,,
2.0,221649,0.0,,,,,,,,,,,,,,
4.0,221689,0.0,,,,,,,,,,,,,,
1.0,221689,0.0,,,,,,,,,,,,,,
1.0,221708,0.0,,,,,,,,,,,,,,
1.0,221708,0.0,,,,,,,,,,,,,,
4.0,221744,0.0,,,,,,,,,,,,,,
4.0,221750,0.0,,,,,,,,,,,,,,
4.0,221750,0.0,,,,,,,,,,,,,,
4.0,221750,0.0,,,,,,,,,,,,,,
4.0,221750,0.0,,,,,,,,,,,,,,
4.0,221773,0.0,,,,,,,,,,,,,,
4.0,221773,0.0,,,,,,,,,,,,,,
4.0,221814,0.0,,,,,,,,,,,,,,
3.0,221867,0.0,,,,,,,,,,,,,,
3.0,221898,Other,,,,,,,,,,,,,,
3.0,221898,Other,,,,,,,,,,,,,,
,221898,Other,,,,,,,,,,,,,,
4.0,221917,0.0,,,,,,,,,,,,,,
1.0,221917,0.0,,,,,,,,,,,,,,
1.0,221917,0.0,,,,,,,,,,,,,,
2.0,221917,0.0,,,,,,,,,,,,,,
4.0,221951,Other,,,,,,,,,,,,,,
4.0,221951,Other,,,,,,,,,,,,,,
,221951,Other,,,,,,,,,,,,,,
2.0,221980,0.0,,,,,,,,,,,,,,
4.0,222023,0.0,,,,,,,,,,,,,,
4.0,222023,0.0,,,,,,,,,,,,,,
1.0,222023,0.0,,,,,,,,,,,,,,
4.0,222023,0.0,,,,,,,,,,,,,,
3.0,222023,0.0,,,,,,,,,,,,,,
2.0,222105,0.0,,,,,,,,,,,,,,
2.0,222105,0.0,,,,,,,,,,,,,,
1.0,222105,0.0,,,,,,,,,,,,,,
2.0,222105,0.0,,,,,,,,,,,,,,
3.0,222125,0.0,,,,,,,,,,,,,,
3.0,222125,0.0,,,,,,,,,,,,,,
1.0,222125,0.0,,,,,,,,,,,,,,
1.0,222125,0.0,,,,,,,,,,,,,,
3.0,222397,0.0,,,,,,,,,,,,,,
2.0,222397,0.0,,,,,,,,,,,,,,
4.0,222397,0.0,,,,,,,,,,,,,,
1.0,222397,0.0,,,,,,,,,,,,,,
4.0,222408,0.0,,,,,,,,,,,,,,
3.0,222408,0.0,,,,,,,,,,,,,,
4.0,222474,0.0,,,,,,,,,,,,,,
3.0,222598,0.0,,,,,,,,,,,,,,
1.0,222694,0.0,,,,,,,,,,,,,,
1.0,222694,0.0,,,,,,,,,,,,,,
1.0,222694,0.0,,,,,,,,,,,,,,
4.0,222738,0.0,,,,,,,,,,,,,,
4.0,222738,0.0,,,,,,,,,,,,,,
1.0,222738,0.0,,,,,,,,,,,,,,
1.0,222738,0.0,,,,,,,,,,,,,,
3.0,222799,0.0,,,,,,,,,,,,,,
4.0,222812,0.0,,,,,,,,,,,,,,
2.0,222828,Other,,,,,,,,,,,,,,
1.0,222828,Other,,,,,,,,,,,,,,
1.0,222828,Other,,,,,,,,,,,,,,
,222828,Other,,,,,,,,,,,,,,
2.0,222828,Other,,,,,,,,,,,,,,
4.0,222856,0.0,,,,,,,,,,,,,,
4.0,222904,0.0,,,,,,,,,,,,,,
4.0,222904,0.0,,,,,,,,,,,,,,
2.0,222904,0.0,,,,,,,,,,,,,,
4.0,222979,0.0,,,,,,,,,,,,,,
4.0,222979,0.0,,,,,,,,,,,,,,
3.0,223169,0.0,,,,,,,,,,,,,,
3.0,223169,0.0,,,,,,,,,,,,,,
4.0,223189,0.0,,,,,,,,,,,,,,
4.0,223325,0.0,,,,,,,,,,,,,,
